Liste des candidats,Nuance,Voix,Elu(e),pourcentage_inscrits,pourcentage_exprimes,abstentions,circo,dep,reg
M. Laurent ALEXANDRE,UG,15738,QUALIF T2,0.23070495624257883,0.3272886079108264,17951,1202,12,76
M. Samuel DEGUARA,ENS,14690,QUALIF T2,0.21534221674949058,0.30549432267187954,17951,1202,12,76
M. Jean-Philippe ARMET,DSV,1141,NON,0.016726036032074117,0.02372832009316641,17951,1202,12,76
Mme Lucile EL HEDRI,EXG,595,NON,0.008722166028995705,0.012373663852264693,17951,1202,12,76
M. Stéphane MAZARS,ENS,24349,QUALIF T2,0.3107920097006829,0.43584648981491425,20567,1201,12,76
M. Jean-Philippe CHARTIER,RN,17586,QUALIF T2,0.224468696151637,0.31478895929545697,20567,1201,12,76
M. Léon THEBAULT,UG,12702,QUALIF T2,0.16212904461037717,0.22736548168832563,20567,1201,12,76
M. Antoine DA CRUZ,DVD,811,NON,0.010351649754291915,0.014516879676368452,20567,1201,12,76
Mme Arlette SAINT-AVIT,EXG,418,NON,0.005335375582360074,0.007482189524934665,20567,1201,12,76
M. Hervé FABRE-AUBRESPY,RN,24524,QUALIF T2,0.26187145618212687,0.3886837308820033,29051,1311,13,93
M. Marc PENA,UG,17374,QUALIF T2,0.18552253627908466,0.275362548537919,29051,1311,13,93
M. Mohamed LAQHILA,ENS,16581,QUALIF T2,0.17705474698074725,0.2627941992233933,29051,1311,13,93
M. Fayçal ZERGUINE,LR,2562,NON,0.027357473117705474,0.040605436246929236,29051,1311,13,93
M. Michel BAYLE,DSV,837,NON,0.008937628805433053,0.013265710436643157,29051,1311,13,93
M. Jean François MEBTOUCHE,REC,835,NON,0.008916272464201434,0.013234012203819636,29051,1311,13,93
Mme Charlotte MARIA,EXG,382,NON,0.004079061175239458,0.0060543624692923365,29051,1311,13,93
M. Gérault VERNY,UXD,21734,QUALIF T2,0.21737043186046046,0.3164991990680064,29759,1314,13,93
M. Jean-David CIOT,UG,20242,QUALIF T2,0.2024483427679875,0.2947720984418232,29759,1314,13,93
Mme Anne-Laurence PETEL,ENS,19853,QUALIF T2,0.19855779809173285,0.2891073248871414,29759,1314,13,93
M. Gaëtan MUSELET,LR,3869,NON,0.03869541735843018,0.0563419251492646,29759,1314,13,93
M. Dominique SASSOON,ECO,1010,NON,0.010101414197987718,0.01470802388233581,29759,1314,13,93
M. Charles MOYAL,REC,827,NON,0.008271157962114696,0.012043104703655163,29759,1314,13,93
Mme Mireille DUFAY,DSV,635,NON,0.006350889124477427,0.009247123926023008,29759,1314,13,93
Mme Anne ROCHE,EXG,470,NON,0.0047006580921328985,0.006844327945245377,29759,1314,13,93
M. Baptiste BOUCKENHOVE,DVD,30,NON,0.0003000420058808233,0.00043687199650502403,29759,1314,13,93
M. José GONZALEZ,RN,37672,QUALIF T2,0.340110505218302,0.48830185744468496,31704,1310,13,93
Mme Véronique BOURCET-GINER,ENS,16619,QUALIF T2,0.15003972409808242,0.2154143281183165,31704,1310,13,93
M. Jimmy BESSAIH,UG,16050,QUALIF T2,0.1449026759596981,0.2080389894878741,31704,1310,13,93
M. Stephan PIERRACCINI,LR,2642,NON,0.023852515257664946,0.03424542119794165,31704,1310,13,93
Mme Lucie DESBLANCS,ECO,2613,NON,0.023590697338485428,0.033869525204474456,31704,1310,13,93
M. Jean-Philippe COURTARO,REC,1031,NON,0.009308078437037305,0.013363750664298953,31704,1310,13,93
M. Frédéric KECHRA,EXG,314,NON,0.0028348560904264924,0.004070046274092989,31704,1310,13,93
M. Hassan TAHIRI,DIV,208,NON,0.0018778664548048103,0.0026960816083163746,31704,1310,13,93
M. Romain BAUBRY,RN,37493,QUALIF T2,0.3386717973732228,0.49483297918673863,32577,1315,13,93
Mme Wassila AÏDAROUS,UG,15314,QUALIF T2,0.1383303524650877,0.202114321160369,32577,1315,13,93
Mme Solange PONCHON,ENS,12202,NON,0.11021986161544993,0.16104211484908076,32577,1315,13,93
M. Stephane HERMELLIN,LR,8272,NON,0.07472043069029682,0.10917393657036518,32577,1315,13,93
Mme Martine ELESIKIAN,REC,1414,NON,0.012772568785793002,0.0186619857725455,32577,1315,13,93
Mme Anne TESTUT,EXG,617,NON,0.005573320325908262,0.008143172009660943,32577,1315,13,93
M. Christophe PTAK,DIV,457,NON,0.004128050873484725,0.006031490451239953,32577,1315,13,93
M. Emmanuel TACHE DE LA PAGERIE,RN,28179,QUALIF T2,0.3073491557959949,0.4711813393528969,30124,1316,13,93
M. Nicolas KOUKAS,UG,17896,QUALIF T2,0.19519218184197898,0.29923919404732047,30124,1316,13,93
Mme Marion BISCIONE,ENS,8900,NON,0.09707255355350988,0.1488169885461082,30124,1316,13,93
M. Alain BERNARDET,LR,3217,NON,0.03508791064962262,0.05379148900593596,30124,1316,13,93
M. Florent SEDDIK,REC,712,NON,0.00776580428428079,0.011905359083688654,30124,1316,13,93
M. Guy DUBOST,EXG,505,NON,0.005508049387024999,0.008444110024245464,30124,1316,13,93
M. Samir BOUZIANI,ECO,396,NON,0.004319183281706732,0.006621519939804364,30124,1316,13,93
Mme Joëlle MÉLIN,RN,30188,QUALIF T2,0.2976151745487169,0.45201090048812625,33224,1309,13,93
M. Bernard OUGOURLOU-OGLOU,UG,15867,QUALIF T2,0.15642838129602793,0.2375797322792202,33224,1309,13,93
M. Bertrand MAS-FRAISSINET,ENS,12465,NON,0.12288900062109964,0.18664091276614858,33224,1309,13,93
M. Aurélien MICHEL,LR,5128,NON,0.05055553912434809,0.076782559218998,33224,1309,13,93
M. Boualam AKSIL,ECO,1790,NON,0.01764711681602634,0.026802024376366303,33224,1309,13,93
M. Robert SANTUNIONE,REC,979,NON,0.00965169126418424,0.014658760818135537,33224,1309,13,93
M. Jean-Marie CLOREC,EXG,319,NON,0.0031449331085544154,0.004776450154223939,33224,1309,13,93
Mme Isabelle MAZZONI,DIV,50,NON,0.0004929362239113503,0.0007486598987811817,33224,1309,13,93
M. Romain TONUSSI,RN,30987,QUALIF T2,0.2988628801249964,0.4462799205000432,32836,1308,13,93
M. Jean-Marc ZULESI,ENS,18563,QUALIF T2,0.179036100421477,0.26734740905032117,32836,1308,13,93
M. Alexandre BEDDOCK,UG,13938,QUALIF T2,0.13442898064292122,0.2007373909035919,32836,1308,13,93
Mme Stéphanie VOLPINI,LR,3105,NON,0.02994705014322502,0.04471872569634473,32836,1308,13,93
Mme Céline FANFAN,ECO,1882,NON,0.01815148095637665,0.027104876573436645,32836,1308,13,93
Mme Jeanne VIGIER,REC,617,NON,0.005950830898025713,0.008886136474925829,32836,1308,13,93
M. Rémy BAZZALI,EXG,342,NON,0.003298515667949423,0.004925540801336521,32836,1308,13,93
M. Franck ALLISIO,RN,33086,OUI,0.34694070151523093,0.5406827578317781,32546,1312,13,93
Mme Maryline CZURKA,UG,14746,NON,0.1546269595763645,0.24097527494974916,32546,1312,13,93
M. Axel BRETON,ENS,8508,NON,0.08921512085146542,0.13903551059761737,32546,1312,13,93
M. Maxime AGHEMO,LR,3456,NON,0.03623971058564463,0.05647704802836926,32546,1312,13,93
Mme Raymonde ZINI,REC,836,NON,0.008766318880092277,0.013661693330936545,32546,1312,13,93
M. François ROCHE,EXG,561,NON,0.005882661353746133,0.009167715261549523,32546,1312,13,93
M. Emmanuel FOUQUART,RN,27908,QUALIF T2,0.2942702292330079,0.475296762436773,34075,1313,13,93
M. Pierre DHARRÉVILLE,UG,21147,QUALIF T2,0.2229802399881904,0.36015123388456494,34075,1313,13,93
Mme Lila LOKMANE,ENS,7239,NON,0.07633016301482529,0.12328627143757344,34075,1313,13,93
M. Hervé DELESPAUL,DSV,934,NON,0.009848373015036167,0.01590680722788971,34075,1313,13,93
Mme Olympe SCHEREDRE,REC,876,NON,0.009236803812817647,0.014919018342217757,34075,1313,13,93
M. Cyril METRAL,EXG,613,NON,0.006463653809654358,0.010439906670981146,34075,1313,13,93
Mme Monique GRISETI,RN,24276,QUALIF T2,0.29321673591651365,0.45535714285714285,28226,1301,13,93
Mme Pascaline LÉCORCHÉ,UG,14340,QUALIF T2,0.17320514059329403,0.2689825930372149,28226,1301,13,93
Mme Sabrina AGRESTI-ROUBACHE,ENS,12585,QUALIF T2,0.15200744033239927,0.23606317527010803,28226,1301,13,93
Mme Salomé MOYAL,REC,867,NON,0.010472026282732631,0.016262755102040817,28226,1301,13,93
Mme Céline CARAVELLAZI,DSV,842,NON,0.010170064740554643,0.015793817527010805,28226,1301,13,93
M. Marc CECONE,EXG,402,NON,0.0048555415982220506,0.007540516206482593,28226,1301,13,93
M. Olivier RIOULT,RN,18836,QUALIF T2,0.2230696352439602,0.32060185185185186,24873,1302,13,93
M. Laurent LHARDIT,UG,16740,QUALIF T2,0.19824727617243013,0.2849264705882353,24873,1302,13,93
Mme Claire PITOLLAT,ENS,15870,QUALIF T2,0.1879441023211748,0.27011846405228757,24873,1302,13,93
Mme Laure-Agnès CARADEC,LR,5100,NON,0.06039791567977262,0.08680555555555555,24873,1302,13,93
M. Jean-Marc GRAFFEO,REC,1130,NON,0.013382283278067267,0.01923338779956427,24873,1302,13,93
M. Hugo ROCHE POGGI,DVG,847,NON,0.01003079109426812,0.014416530501089325,24873,1302,13,93
Mme Claudine RODINSON,EXG,229,NON,0.002711984841307437,0.003897739651416122,24873,1302,13,93
Mme Gisèle LELOUIS,RN,19938,QUALIF T2,0.25614738302628537,0.4274596402461248,30047,1303,13,93
M. Amine KESSACI,UG,16642,QUALIF T2,0.21380302679924973,0.35679523186759,30047,1303,13,93
Mme Celine AYCARD-DIESTE,ENS,5417,NON,0.06959325779182404,0.11613746971678494,30047,1303,13,93
M. Pierre-Olivier KOUBI-FLOTTE,LR,2664,NON,0.03422492869806521,0.057114679587505095,30047,1303,13,93
M. Bernard FOURNIER,REC,937,NON,0.01203782214342609,0.02008875929935896,30047,1303,13,93
Mme Jacqueline GRANDEL,EXG,402,NON,0.005164572573807138,0.008618656604420813,30047,1303,13,93
Mme Alexia DE MONTGOLFIER,ECO,381,NON,0.004894781469205273,0.00816842827433913,30047,1303,13,93
Mme Juliette COLEOU,EXG,262,NON,0.003365965209794702,0.005617134403876251,30047,1303,13,93
M. Manuel BOMPARD,UG,26712,OUI,0.39689166901921163,0.6748692554508476,26955,1304,13,93
Mme Aurélie QUINQUIS,RN,5973,NON,0.08874790128226082,0.1509057376013744,26955,1304,13,93
Mme Malika TORCHI,ENS,4370,NON,0.06493024085107647,0.11040650817311336,26955,1304,13,93
M. Carime IGO,LR,830,NON,0.012332288308099194,0.02096965715873778,26955,1304,13,93
M. Anthony DEMONT,ECO,723,NON,0.010742463188862308,0.01826633991056315,26955,1304,13,93
M. Florian TREVISAN,REC,323,NON,0.004799191715079565,0.008160481038882292,26955,1304,13,93
Mme Isabelle BONNET,EXG,256,NON,0.003803693743220956,0.006467749677875749,26955,1304,13,93
Mme Leila BEHAIRI,ECO,204,NON,0.0030310684516291994,0.005153988024557237,26955,1304,13,93
M. Stéphane PERNICE,EXG,178,NON,0.002644755805833321,0.004497107197897981,26955,1304,13,93
M. Kylian Jacky Jean-Luc VISAGE,DIV,11,NON,0.00016343996552902544,0.00027791111897122354,26955,1304,13,93
Mme Lea Felice FERRANDI,REG,1,NON,1.485817868445686e-05,2.5264647179202143e-05,26955,1304,13,93
Mme Eva-Françoise FAYE,DVG,0,NON,0.0,0.0,26955,1304,13,93
M. Franck LIQUORI,RN,12938,QUALIF T2,0.1714528034348869,0.2576982830737362,24486,1305,13,93
M. Hendrik DAVI,DVG,12271,QUALIF T2,0.16261380050622176,0.24441301836433893,24486,1305,13,93
M. Allan POPELARD,UG,11706,QUALIF T2,0.15512648917984123,0.23315938334063657,24486,1305,13,93
M. Maxime BOUDET,ENS,8985,NON,0.11906812790713084,0.17896267378400987,24486,1305,13,93
M. Ambroise MALINCONI,LR,2576,NON,0.034136838896913636,0.05130860853284468,24486,1305,13,93
M. Barthélémy PLEZ,ECO,865,NON,0.011462874862511761,0.017229016452216868,24486,1305,13,93
M. Marcel BLANC,REC,598,NON,0.007924623315354951,0.011910926980838944,24486,1305,13,93
Mme Nathalie MALHOLE,EXG,264,NON,0.003498495911795497,0.005258335657092778,24486,1305,13,93
M. Pierre-Frédéric ZIEBA,DIV,3,NON,3.9755635361312466e-05,5.97538142851452e-05,24486,1305,13,93
Mme Pauline PAPAZIAN,REG,0,NON,0.0,0.0,24486,1305,13,93
M. Olivier FAYSSAT,UXD,19151,QUALIF T2,0.24033381439417706,0.38273677478665785,28613,1306,13,93
Mme Christine JUSTE,UG,14119,QUALIF T2,0.17718516659346176,0.28217119331694546,28613,1306,13,93
M. Lionel ROYER-PERREAUT,ENS,12575,QUALIF T2,0.15780887243521366,0.2513140276195615,28613,1306,13,93
Mme Serena ZOUAGHI,LR,2231,NON,0.027997741105603314,0.04458700561584428,28613,1306,13,93
Mme Jeanne ASTOLFI,REC,862,NON,0.010817594277467528,0.017227251833643105,28613,1306,13,93
Mme Stéphanie BRUN,DVD,348,NON,0.004367195833594779,0.006954853408477727,28613,1306,13,93
Mme Caroline COURONNE,ECO,276,NON,0.0034636380749199975,0.005515918220516817,28613,1306,13,93
Mme Corinne MOREL,EXG,250,NON,0.003137353328731882,0.004996302735975378,28613,1306,13,93
M. Sébastien PERETTI,DIV,217,NON,0.0027232226893392736,0.004336790774826628,28613,1306,13,93
M. Alain SLAMA,EXD,4,NON,5.019765325971011e-05,7.994084377560605e-05,28613,1306,13,93
Mme Tess JANNONE,DVC,3,NON,3.764823994478258e-05,5.995563283170454e-05,28613,1306,13,93
Mme Sylvie GIOVANNINI,REG,1,NON,1.2549413314927527e-05,1.9985210943901513e-05,28613,1306,13,93
M. Sébastien DELOGU,UG,21124,OUI,0.30575055363371884,0.596689452573301,32915,1307,13,93
M. Arezki SELLOUM,RN,9632,NON,0.13941437855519692,0.27207502400994293,32915,1307,13,93
Mme Hayat ATIA,ENS,3186,NON,0.04611443210930828,0.08999491554149483,32915,1307,13,93
M. Hakim BENAMRANE,DVG,660,NON,0.009552895540534673,0.01864301451895373,32915,1307,13,93
Mme Ines ALBACETE,REC,481,NON,0.006962034477268451,0.013586803005479917,32915,1307,13,93
Mme Danièle PÉCOUT,EXG,319,NON,0.004617232844591758,0.009010790350827637,32915,1307,13,93
Mme Chantal HENRY,RN,24230,QUALIF T2,0.23103915174399756,0.33646702678683016,31369,1404,14,28
M. Christophe BLANCHET,ENS,23622,QUALIF T2,0.2252417186337891,0.3280241067585019,31369,1404,14,28
M. Pierre MOURARET,UG,14247,QUALIF T2,0.13584873276503232,0.197839279019066,31369,1404,14,28
Mme Sophie GAUGAIN,DVD,7847,NON,0.07482312107862768,0.10896643661561108,31369,1404,14,28
Mme Pascale DEUTSCH,REC,878,NON,0.008371951103228636,0.012192243067223973,31369,1404,14,28
M. François BUISSON,DSV,747,NON,0.007122833114022542,0.010373127074278255,31369,1404,14,28
M. Patrick POIROT-BOURDAIN,EXG,442,NON,0.0042145813070923206,0.006137780678488606,31369,1404,14,28
M. Philippe CHAPRON,RN,21001,QUALIF T2,0.22594840014632153,0.3186169647869161,25628,1405,14,28
M. Bertrand BOUYX,ENS,16208,QUALIF T2,0.17438082327372884,0.24589989835085643,25628,1405,14,28
M. Thomas DUPONT-FEDERICI,UG,16124,QUALIF T2,0.17347707270888474,0.24462549117776464,25628,1405,14,28
M. Cédric NOUVELOT,DVD,10655,NON,0.11463645557635617,0.16165248130110904,25628,1405,14,28
M. Jean-Alexis GÉREUX,DSV,775,NON,0.008338174854216427,0.011757923323168419,25628,1405,14,28
M. Tony DESCLOS,REC,662,NON,0.007122415165795193,0.010043542245080637,25628,1405,14,28
Mme Isabelle PELTRE,EXG,488,NON,0.005250360424332408,0.007403698815104759,25628,1405,14,28
M. Edouard FAUVAGE,RN,21575,QUALIF T2,0.26980553992371664,0.41093672621995353,26062,1403,14,28
M. Jérémie PATRIER-LEITUS,ENS,19144,QUALIF T2,0.23940473957356342,0.3646337282389242,26062,1403,14,28
M. Olivier TRUFFAUT,UG,9959,NON,0.12454198711936472,0.18968801188526152,26062,1403,14,28
M. Steven MAFIODO,DSV,1080,NON,0.013505908835115363,0.020570644927812274,26062,1403,14,28
M. Michel LANGEVIN,EXG,732,NON,0.009154004877133746,0.013942326006628319,26062,1403,14,28
M. Thierry Paul VALETTE,DIV,12,NON,0.00015006565372350402,0.00022856272142013638,26062,1403,14,28
M. Nicolas CALBRIX,RN,24077,QUALIF T2,0.24993512088277123,0.36259450016565764,27634,1406,14,28
Mme Elisabeth BORNE,ENS,19213,QUALIF T2,0.19944359669064599,0.2893436944670341,27634,1406,14,28
M. Noé GAUCHARD,UG,15376,QUALIF T2,0.1596130090415538,0.2315592903828198,27634,1406,14,28
Mme Lynda LAHALLE,DVC,5080,NON,0.05273374648355185,0.07650371976747689,27634,1406,14,28
M. Philippe AMBOURG,DSV,1128,NON,0.011709383077450095,0.01698744013734526,27634,1406,14,28
Mme Esteline CAILLEMER,REC,650,NON,0.006747428191793051,0.00978886178127165,27634,1406,14,28
Mme Pascale GEORGET,EXG,616,NON,0.006394485794068492,0.009276829011174362,27634,1406,14,28
Mme Bérengère LAREYNIE,EXG,262,NON,0.00271973259423043,0.003945664287220265,27634,1406,14,28
M. Arthur DELAPORTE,UG,19662,QUALIF T2,0.28490697270039994,0.42342148333189766,21574,1402,14,28
Mme Josseline LIBAN,RN,11999,QUALIF T2,0.17386831275720166,0.2583986562150056,21574,1402,14,28
Mme Camille BROU,DVD,7159,NON,0.10373558221758535,0.1541691790851925,21574,1402,14,28
M. Gregory BERKOVICZ,ENS,6503,NON,0.09422998898742248,0.1400422086312344,21574,1402,14,28
M. Cédric BAZINCOURT,DSV,566,NON,0.00820147220773199,0.012188819019726075,21574,1402,14,28
M. Christophe GARCIA,EXG,547,NON,0.007926157769663248,0.01177965371694375,21574,1402,14,28
M. Joël BRUNEAU,DVD,22596,QUALIF T2,0.30828421741977735,0.4310732954328666,19818,1401,14,28
Mme Emma FOURREAU,UG,18250,QUALIF T2,0.24899039511023793,0.348162844824297,19818,1401,14,28
Mme Ludivine DAOUDI,RN,10458,QUALIF T2,0.14268172888015718,0.19951161814643825,19818,1401,14,28
M. Matéo LELOUP,REC,604,NON,0.008240558829949793,0.011522759357472623,19818,1401,14,28
M. Pierre CASEVITZ,EXG,510,NON,0.006958087753765553,0.00972948223892556,19818,1401,14,28
M. Jean Yves BONY,DVD,12383,QUALIF T2,0.23672337985088893,0.3429243976737746,15232,1502,15,84
M. Gilles LACROIX,RN,11923,QUALIF T2,0.22792965016249284,0.3301855441705899,15232,1502,15,84
Mme Zoé PÉBAY,UG,4919,NON,0.094035557254827,0.13622265300470784,15232,1502,15,84
M. Louis TOTY,DVD,3348,NON,0.06400305868858727,0.09271669897535309,15232,1502,15,84
M. Vladimir TILMANT-TATISCHEFF,ENS,3019,NON,0.05771363028101702,0.08360564940459707,15232,1502,15,84
Mme Mona CHEIKHI,EXG,298,NON,0.005696807493787039,0.008252561617280533,15232,1502,15,84
M. Pascal VEYSSET-RAPAPORT,REC,220,NON,0.004205696807493787,0.006092495153697037,15232,1502,15,84
M. Vincent DESCOEUR,DVD,16615,QUALIF T2,0.2666335012998684,0.3766378020583035,16947,1501,15,84
Mme Dorothée GALLAIS,RN,13361,QUALIF T2,0.2144140963507398,0.30287437094799835,16947,1501,15,84
Mme Valérie RUEDA,UG,9893,QUALIF T2,0.15876047116217865,0.22425987214943102,16947,1501,15,84
M. Denis SABOT,HOR,3377,NON,0.05419327919889592,0.07655166160402593,16947,1501,15,84
M. Rémy DAUVILLIER,EXG,458,NON,0.007349873222710787,0.010382191594505145,16947,1501,15,84
M. Jean-Jacques BRUXELLE,REC,410,NON,0.006579580832557692,0.009294101645736047,16947,1501,15,84
Mme Caroline COLOMBIER,RN,25976,QUALIF T2,0.286502106633137,0.429468950466239,27607,1603,16,75
Mme Virginie LEBRAUD,UG,15653,QUALIF T2,0.17264465179891028,0.25879571456914224,27607,1603,16,75
M. Gwenhaël FRANÇOIS,ENS,14829,QUALIF T2,0.16355634967904176,0.24517227696580915,27607,1603,16,75
M. Dominique SOUCHAUD,UDI,2293,NON,0.02529062713696424,0.03791085245684809,27607,1603,16,75
M. Adrien TOUZÉ,REC,889,NON,0.009805219156023205,0.014698101977382447,27607,1603,16,75
M. Patrick CURGALI,EXG,844,NON,0.009308891977146891,0.013954103564579063,27607,1603,16,75
M. Barthélemy MARTIN,UXD,21440,QUALIF T2,0.2571976967370441,0.3890754015062154,26164,1602,16,75
Mme Sandra MARSAUD,ENS,15091,QUALIF T2,0.1810340690978887,0.27385899646130113,26164,1602,16,75
Mme Carole BALLU,UG,11208,QUALIF T2,0.13445297504798465,0.20339352145903275,26164,1602,16,75
M. Didier JOBIT,LR,4829,NON,0.05792946257197697,0.08763270120678704,26164,1602,16,75
Mme Françoise BESSAS,EXG,832,NON,0.009980806142034549,0.015098448416659105,26164,1602,16,75
M. Alain Gérard JANOT,REC,737,NON,0.008841170825335892,0.013374466926776154,26164,1602,16,75
Mme Aurore DE CLISSON,EXD,509,NON,0.006106046065259117,0.009236911351057073,26164,1602,16,75
M. Corentin VINSONNEAU,ECO,457,NON,0.005482245681381958,0.008293258325015878,26164,1602,16,75
M. René PILATO,UG,18166,QUALIF T2,0.21585589011145703,0.3279771791723839,27182,1601,16,75
M. Thomas MESNIER,HOR,16784,QUALIF T2,0.19943439720525677,0.3030259261933993,27182,1601,16,75
Mme Marion LATUS,RN,16761,QUALIF T2,0.19916110173720858,0.30261067379215717,27182,1601,16,75
M. Alain BOIVIN,LR,2226,NON,0.026450248342403573,0.04018921065934859,27182,1601,16,75
M. Olivier NICOLAS,EXG,818,NON,0.00971981273319233,0.014768541922438073,27182,1601,16,75
Mme Doraline BERNARD,REC,633,NON,0.007521566577152499,0.011428468260272983,27182,1601,16,75
M. Pascal MARKOWSKY,RN,28510,QUALIF T2,0.3015527161956338,0.45207325774994056,29499,1704,17,75
M. Raphaël GERARD,ENS,17625,QUALIF T2,0.18642113724826537,0.2794735590264013,29499,1704,17,75
Mme Danièle DESSELLES,UG,10972,NON,0.11605178541208326,0.17397922778086103,29499,1704,17,75
Mme Céline DROUILLARD,LR,5251,NON,0.05554027754273143,0.08326329977007849,29499,1704,17,75
M. Olivier TRIPELON,EXG,707,NON,0.007477999661533254,0.011210655672718624,29499,1704,17,75
Mme Karen BERTHOLOM,RN,26862,QUALIF T2,0.23639883833494676,0.34411109118393074,33612,1702,17,75
M. Benoît BITEAU,UG,21027,QUALIF T2,0.18504796268591042,0.2693628141733494,33612,1702,17,75
Mme Anne-Laure BABAULT,ENS,19773,QUALIF T2,0.1740121446801021,0.25329866003945584,33612,1702,17,75
M. Hervé BLANCHÉ,LR,9651,NON,0.08493355627915163,0.123632497245779,33612,1702,17,75
M. Frédéric CASTELLO,EXG,749,NON,0.006591569127871161,0.009594937357485076,33612,1702,17,75
M. Stéphane MORIN,RN,22759,QUALIF T2,0.2718271504669995,0.40848963474827243,26017,1703,17,75
M. Fabrice BARUSSEAU,UG,15637,QUALIF T2,0.18676396818192675,0.2806605043525083,26017,1703,17,75
M. Jean-Philippe ARDOUIN,ENS,15536,QUALIF T2,0.18555765234216373,0.27884770708067846,26017,1703,17,75
Mme Anne-Catherine GODDE,EXG,1196,NON,0.014284690538184076,0.02146639145651979,26017,1703,17,75
M. Gérald DAHAN-BERTHELOT,DVG,587,NON,0.007010964336048539,0.010535762362021,26017,1703,17,75
M. Olivier FALORNI,DVG,34824,QUALIF T2,0.31125650238644287,0.4564268581988807,34147,1701,17,75
M. Jean-Marc SOUBESTE,UG,22618,QUALIF T2,0.20215941795820597,0.2964467803452298,34147,1701,17,75
Mme Emma CHAUVEAU,RN,17278,QUALIF T2,0.15443056076938202,0.2264571346186613,34147,1701,17,75
